0  4,49937826716346
1  4,49937817437267
2  4,4993780815542
3  4,49937798870803
4  4,49937789583416
5  4,49937780293258
6  4,49937771000326
7  4,4993776170462
8  4,49937752406139
9  4,49937743104881
10  4,49937733800845
11  4,49937724494031
12  4,49937715184435
13  4,49937705872058
14  4,49937696556898
15  4,49937687238954
16  4,49937677918225
17  4,49937668594709
18  4,49937659268405
19  4,49937649939312
20  4,49937640607429
21  4,49937631272754
22  4,49937621935286
23  4,49937612595024
24  4,49937603251966
25  4,49937593906112
26  4,4993758455746
27  4,49937575206009
28  4,49937565851758
29  4,49937556494704
30  4,49937547134848
31  4,49937537772188
32  4,49937528406722
33  4,4993751903845
34  4,49937509667369
35  4,4993750029348
36  4,49937490916779
37  4,49937481537267
38  4,49937472154942
39  4,49937462769803
40  4,49937453381848
41  4,49937443991077
42  4,49937434597487
43  4,49937425201078
44  4,49937415801848
45  4,49937406399797
46  4,49937396994922
47  4,49937387587223
48  4,49937378176698
49  4,49937368763346
50  4,49937359347166
51  4,49937349928156
52  4,49937340506316
53  4,49937331081644
54  4,49937321654138
55  4,49937312223797
56  4,49937302790621
57  4,49937293354607
58  4,49937283915755
59  4,49937274474063
60  4,4993726502953
61  4,49937255582155
62  4,49937246131937
63  4,49937236678873
64  4,49937227222963
65  4,49937217764206
66  4,499372083026
67  4,49937198838144
68  4,49937189370837
69  4,49937179900677
70  4,49937170427663
71  4,49937160951794
72  4,49937151473069
73  4,49937141991486
74  4,49937132507044
75  4,49937123019741
76  4,49937113529577
77  4,4993710403655
78  4,49937094540659
79  4,49937085041902
80  4,49937075540279
81  4,49937066035787
82  4,49937056528426
83  4,49937047018194
84  4,4993703750509
85  4,49937027989113
86  4,49937018470261
87  4,49937008948534
88  4,49936999423929
89  4,49936989896445
90  4,49936980366082
91  4,49936970832838
92  4,49936961296711
93  4,49936951757701
94  4,49936942215805
95  4,49936932671023
96  4,49936923123354
97  4,49936913572795
98  4,49936904019347
99  4,49936894463006
100  4,49936884903773
101  4,49936875341646
102  4,49936865776622
103  4,49936856208703
104  4,49936846637884
105  4,49936837064167
106  4,49936827487549
107  4,49936817908028
108  4,49936808325604
109  4,49936798740276
110  4,49936789152041
111  4,49936779560899
112  4,49936769966848
113  4,49936760369887
114  4,49936750770015
115  4,4993674116723
116  4,49936731561531
117  4,49936721952917
118  4,49936712341386
119  4,49936702726937
120  4,49936693109569
121  4,4993668348928
122  4,49936673866069
123  4,49936664239935
124  4,49936654610876
125  4,49936644978891
126  4,49936635343979
127  4,49936625706138
128  4,49936616065368
129  4,49936606421666
130  4,49936596775031
131  4,49936587125462
132  4,49936577472958
133  4,49936567817518
134  4,49936558159139
135  4,49936548497821
136  4,49936538833562
137  4,49936529166362
138  4,49936519496218
139  4,49936509823129
140  4,49936500147094
141  4,49936490468112
142  4,49936480786181
143  4,499364711013
144  4,49936461413467
145  4,49936451722682
146  4,49936442028942
147  4,49936432332247
148  4,49936422632596
149  4,49936412929986
150  4,49936403224416
151  4,49936393515886
152  4,49936383804393
153  4,49936374089937
154  4,49936364372515
155  4,49936354652128
156  4,49936344928773
157  4,49936335202448
158  4,49936325473153
159  4,49936315740887
160  4,49936306005647
161  4,49936296267433
162  4,49936286526243
163  4,49936276782076
164  4,49936267034931
165  4,49936257284805
166  4,49936247531698
167  4,49936237775608
168  4,49936228016535
169  4,49936218254476
170  4,4993620848943
171  4,49936198721396
172  4,49936188950372
173  4,49936179176358
174  4,49936169399351
175  4,49936159619351
176  4,49936149836356
177  4,49936140050364
178  4,49936130261375
179  4,49936120469386
180  4,49936110674397
181  4,49936100876406
182  4,49936091075412
183  4,49936081271413
184  4,49936071464408
185  4,49936061654395
186  4,49936051841374
187  4,49936042025343
188  4,499360322063
189  4,49936022384244
190  4,49936012559174
191  4,49936002731088
192  4,49935992899985
193  4,49935983065863
194  4,49935973228722
195  4,49935963388559
196  4,49935953545374
197  4,49935943699164
198  4,49935933849929
199  4,49935923997668
200  4,49935914142377
201  4,49935904284058
202  4,49935894422707
203  4,49935884558324
204  4,49935874690907
205  4,49935864820455
206  4,49935854946966
207  4,49935845070439
208  4,49935835190872
209  4,49935825308265
210  4,49935815422616
211  4,49935805533923
212  4,49935795642185
213  4,499357857474
214  4,49935775849567
215  4,49935765948686
216  4,49935756044753
217  4,49935746137769
218  4,49935736227731
219  4,49935726314638
220  4,49935716398489
221  4,49935706479281
222  4,49935696557015
223  4,49935686631689
224  4,499356767033
225  4,49935666771848
226  4,49935656837331
227  4,49935646899748
228  4,49935636959097
229  4,49935627015377
